pair_id,piece_id,split,context_section,target_section,context_ntokens,target_ntokens,compound_ks,sim_bucket
2454,448,train,00448_s2_C_19-26,00448_s8_F_87-94,151,152,0.911892,sim:high
2455,448,train,00448_s2_C_19-26,00448_s9_E_95-108,151,321,0.644039,sim:mid
2456,448,train,00448_s3_B_27-34,00448_s0_A_3-10,176,103,0.613146,sim:mid
2457,448,train,00448_s3_B_27-34,00448_s10_A_109-118,176,418,0.601945,sim:mid
2458,448,train,00448_s3_B_27-34,00448_s11_D_119-126,176,172,0.901616,sim:high
2459,448,train,00448_s3_B_27-34,00448_s12_D_127-136,176,186,0.615135,sim:mid
2460,448,train,00448_s3_B_27-34,00448_s1_B_11-18,176,149,0.650598,sim:mid
2461,448,train,00448_s3_B_27-34,00448_s2_C_19-26,176,151,0.634683,sim:mid
2462,448,train,00448_s3_B_27-34,00448_s4_A_35-42,176,167,0.630715,sim:mid
2463,448,train,00448_s3_B_27-34,00448_s5_D_43-50,176,197,0.782495,sim:high
2464,448,train,00448_s3_B_27-34,00448_s6_E_63-78,176,285,0.631639,sim:mid
2465,448,train,00448_s3_B_27-34,00448_s7_C_79-86,176,191,0.636599,sim:mid
2466,448,train,00448_s3_B_27-34,00448_s8_F_87-94,176,152,0.60274,sim:mid
2467,448,train,00448_s3_B_27-34,00448_s9_E_95-108,176,321,0.945912,sim:high
2468,448,train,00448_s4_A_35-42,00448_s0_A_3-10,167,103,0.604484,sim:mid
2469,448,train,00448_s4_A_35-42,00448_s10_A_109-118,167,418,0.641638,sim:mid
2470,448,train,00448_s4_A_35-42,00448_s11_D_119-126,167,172,0.680132,sim:mid
2471,448,train,00448_s4_A_35-42,00448_s12_D_127-136,167,186,0.919975,sim:high
2472,448,train,00448_s4_A_35-42,00448_s1_B_11-18,167,149,0.615576,sim:mid
2473,448,train,00448_s4_A_35-42,00448_s2_C_19-26,167,151,0.752715,sim:mid
2474,448,train,00448_s4_A_35-42,00448_s3_B_27-34,167,176,0.630715,sim:mid
2475,448,train,00448_s4_A_35-42,00448_s5_D_43-50,167,197,0.701608,sim:mid
2476,448,train,00448_s4_A_35-42,00448_s6_E_63-78,167,285,0.638055,sim:mid
2477,448,train,00448_s4_A_35-42,00448_s7_C_79-86,167,191,0.63879,sim:mid
2478,448,train,00448_s4_A_35-42,00448_s8_F_87-94,167,152,0.732601,sim:mid
2479,448,train,00448_s4_A_35-42,00448_s9_E_95-108,167,321,0.629975,sim:mid
2480,448,train,00448_s5_D_43-50,00448_s0_A_3-10,197,103,0.585354,sim:low
2481,448,train,00448_s5_D_43-50,00448_s10_A_109-118,197,418,0.617279,sim:mid
2482,448,train,00448_s5_D_43-50,00448_s11_D_119-126,197,172,0.767385,sim:mid
2483,448,train,00448_s5_D_43-50,00448_s12_D_127-136,197,186,0.687785,sim:mid
2484,448,train,00448_s5_D_43-50,00448_s1_B_11-18,197,149,0.611043,sim:mid
2485,448,train,00448_s5_D_43-50,00448_s2_C_19-26,197,151,0.668111,sim:mid
2486,448,train,00448_s5_D_43-50,00448_s3_B_27-34,197,176,0.782495,sim:high
2487,448,train,00448_s5_D_43-50,00448_s4_A_35-42,197,167,0.701608,sim:mid
2488,448,train,00448_s5_D_43-50,00448_s6_E_63-78,197,285,0.622956,sim:mid
2489,448,train,00448_s5_D_43-50,00448_s7_C_79-86,197,191,0.660462,sim:mid
2490,448,train,00448_s5_D_43-50,00448_s8_F_87-94,197,152,0.644486,sim:mid
2491,448,train,00448_s5_D_43-50,00448_s9_E_95-108,197,321,0.784018,sim:high
2492,448,train,00448_s6_E_63-78,00448_s0_A_3-10,285,103,0.614441,sim:mid
2493,448,train,00448_s6_E_63-78,00448_s10_A_109-118,285,418,0.90456,sim:high
2494,448,train,00448_s6_E_63-78,00448_s11_D_119-126,285,172,0.608958,sim:mid
2495,448,train,00448_s6_E_63-78,00448_s12_D_127-136,285,186,0.619378,sim:mid
2496,448,train,00448_s6_E_63-78,00448_s1_B_11-18,285,149,0.644489,sim:mid
2497,448,train,00448_s6_E_63-78,00448_s2_C_19-26,285,151,0.644527,sim:mid
2498,448,train,00448_s6_E_63-78,00448_s3_B_27-34,285,176,0.631639,sim:mid
2499,448,train,00448_s6_E_63-78,00448_s4_A_35-42,285,167,0.638055,sim:mid
2500,448,train,00448_s6_E_63-78,00448_s5_D_43-50,285,197,0.622956,sim:mid
2501,448,train,00448_s6_E_63-78,00448_s7_C_79-86,285,191,0.621617,sim:mid
2502,448,train,00448_s6_E_63-78,00448_s8_F_87-94,285,152,0.641022,sim:mid
2503,448,train,00448_s6_E_63-78,00448_s9_E_95-108,285,321,0.636689,sim:mid
2504,448,train,00448_s7_C_79-86,00448_s0_A_3-10,191,103,0.576941,sim:low
2505,448,train,00448_s7_C_79-86,00448_s10_A_109-118,191,418,0.59867,sim:low
2506,448,train,00448_s7_C_79-86,00448_s11_D_119-126,191,172,0.609189,sim:mid
2507,448,train,00448_s7_C_79-86,00448_s12_D_127-136,191,186,0.591616,sim:low
2508,448,train,00448_s7_C_79-86,00448_s1_B_11-18,191,149,0.607377,sim:mid
2509,448,train,00448_s7_C_79-86,00448_s2_C_19-26,191,151,0.841496,sim:high
2510,448,train,00448_s7_C_79-86,00448_s3_B_27-34,191,176,0.636599,sim:mid
2511,448,train,00448_s7_C_79-86,00448_s4_A_35-42,191,167,0.63879,sim:mid
2512,448,train,00448_s7_C_79-86,00448_s5_D_43-50,191,197,0.660462,sim:mid
2513,448,train,00448_s7_C_79-86,00448_s6_E_63-78,191,285,0.621617,sim:mid
2514,448,train,00448_s7_C_79-86,00448_s8_F_87-94,191,152,0.761417,sim:mid
2515,448,train,00448_s7_C_79-86,00448_s9_E_95-108,191,321,0.666317,sim:mid
2516,448,train,00448_s8_F_87-94,00448_s0_A_3-10,152,103,0.580258,sim:low
2517,448,train,00448_s8_F_87-94,00448_s10_A_109-118,152,418,0.569034,sim:low
2518,448,train,00448_s8_F_87-94,00448_s11_D_119-126,152,172,0.585625,sim:low
2519,448,train,00448_s8_F_87-94,00448_s12_D_127-136,152,186,0.710938,sim:mid
2520,448,train,00448_s8_F_87-94,00448_s1_B_11-18,152,149,0.624671,sim:mid
2521,448,train,00448_s8_F_87-94,00448_s2_C_19-26,152,151,0.911892,sim:high
2522,448,train,00448_s8_F_87-94,00448_s3_B_27-34,152,176,0.60274,sim:mid
2523,448,train,00448_s8_F_87-94,00448_s4_A_35-42,152,167,0.732601,sim:mid
2524,448,train,00448_s8_F_87-94,00448_s5_D_43-50,152,197,0.644486,sim:mid
2525,448,train,00448_s8_F_87-94,00448_s6_E_63-78,152,285,0.641022,sim:mid
2526,448,train,00448_s8_F_87-94,00448_s7_C_79-86,152,191,0.761417,sim:mid
2527,448,train,00448_s8_F_87-94,00448_s9_E_95-108,152,321,0.628825,sim:mid
2528,448,train,00448_s9_E_95-108,00448_s0_A_3-10,321,103,0.59018,sim:low
2529,448,train,00448_s9_E_95-108,00448_s10_A_109-118,321,418,0.589551,sim:low
2530,448,train,00448_s9_E_95-108,00448_s11_D_119-126,321,172,0.925553,sim:high
2531,448,train,00448_s9_E_95-108,00448_s12_D_127-136,321,186,0.595426,sim:low
2532,448,train,00448_s9_E_95-108,00448_s1_B_11-18,321,149,0.626697,sim:mid
2533,448,train,00448_s9_E_95-108,00448_s2_C_19-26,321,151,0.644039,sim:mid
2534,448,train,00448_s9_E_95-108,00448_s3_B_27-34,321,176,0.945912,sim:high
2535,448,train,00448_s9_E_95-108,00448_s4_A_35-42,321,167,0.629975,sim:mid
2536,448,train,00448_s9_E_95-108,00448_s5_D_43-50,321,197,0.784018,sim:high
2537,448,train,00448_s9_E_95-108,00448_s6_E_63-78,321,285,0.636689,sim:mid
2538,448,train,00448_s9_E_95-108,00448_s7_C_79-86,321,191,0.666317,sim:mid
2539,448,train,00448_s9_E_95-108,00448_s8_F_87-94,321,152,0.628825,sim:mid
2540,450,train,00450_s0_A_1-8,00450_s1_B_9-16,134,150,0.933175,sim:high
2541,450,train,00450_s0_A_1-8,00450_s2_B_17-24,134,150,0.605492,sim:mid
2542,450,train,00450_s0_A_1-8,00450_s3_B_25-32,134,150,0.815348,sim:high
2543,450,train,00450_s1_B_9-16,00450_s0_A_1-8,150,134,0.933175,sim:high
2544,450,train,00450_s1_B_9-16,00450_s2_B_17-24,150,150,0.665018,sim:mid
2545,450,train,00450_s1_B_9-16,00450_s3_B_25-32,150,150,0.900511,sim:high
2546,450,train,00450_s2_B_17-24,00450_s0_A_1-8,150,134,0.605492,sim:mid
2547,450,train,00450_s2_B_17-24,00450_s1_B_9-16,150,150,0.665018,sim:mid
2548,450,train,00450_s2_B_17-24,00450_s3_B_25-32,150,150,0.682442,sim:mid
2549,450,train,00450_s3_B_25-32,00450_s0_A_1-8,150,134,0.815348,sim:high
2550,450,train,00450_s3_B_25-32,00450_s1_B_9-16,150,150,0.900511,sim:high
2551,450,train,00450_s3_B_25-32,00450_s2_B_17-24,150,150,0.682442,sim:mid
2552,451,train,00451_s0_A_4-11,00451_s1_B_12-19,92,78,0.887798,sim:high
2553,451,train,00451_s0_A_4-11,00451_s2_C_20-27,92,69,0.586059,sim:low
2554,451,train,00451_s0_A_4-11,00451_s3_D_28-35,92,51,0.521758,sim:low
2555,451,train,00451_s0_A_4-11,00451_s4_B_36-43,92,78,0.887798,sim:high
2556,451,train,00451_s0_A_4-11,00451_s5_C_44-51,92,69,0.586059,sim:low
2557,451,train,00451_s1_B_12-19,00451_s0_A_4-11,78,92,0.887798,sim:high
2558,451,train,00451_s1_B_12-19,00451_s2_C_20-27,78,69,0.599694,sim:low
2559,451,train,00451_s1_B_12-19,00451_s3_D_28-35,78,51,0.58051,sim:low
2560,451,train,00451_s1_B_12-19,00451_s4_B_36-43,78,78,1.0,sim:high
2561,451,train,00451_s1_B_12-19,00451_s5_C_44-51,78,69,0.599694,sim:low
2562,451,train,00451_s2_C_20-27,00451_s0_A_4-11,69,92,0.586059,sim:low
2563,451,train,00451_s2_C_20-27,00451_s1_B_12-19,69,78,0.599694,sim:low
2564,451,train,00451_s2_C_20-27,00451_s3_D_28-35,69,51,0.687817,sim:mid
2565,451,train,00451_s2_C_20-27,00451_s4_B_36-43,69,78,0.599694,sim:low
2566,451,train,00451_s2_C_20-27,00451_s5_C_44-51,69,69,1.0,sim:high
2567,451,train,00451_s3_D_28-35,00451_s0_A_4-11,51,92,0.521758,sim:low
2568,451,train,00451_s3_D_28-35,00451_s1_B_12-19,51,78,0.58051,sim:low
2569,451,train,00451_s3_D_28-35,00451_s2_C_20-27,51,69,0.687817,sim:mid
2570,451,train,00451_s3_D_28-35,00451_s4_B_36-43,51,78,0.58051,sim:low
2571,451,train,00451_s3_D_28-35,00451_s5_C_44-51,51,69,0.687817,sim:mid
2572,451,train,00451_s4_B_36-43,00451_s0_A_4-11,78,92,0.887798,sim:high
2573,451,train,00451_s4_B_36-43,00451_s1_B_12-19,78,78,1.0,sim:high
2574,451,train,00451_s4_B_36-43,00451_s2_C_20-27,78,69,0.599694,sim:low
2575,451,train,00451_s4_B_36-43,00451_s3_D_28-35,78,51,0.58051,sim:low
2576,451,train,00451_s4_B_36-43,00451_s5_C_44-51,78,69,0.599694,sim:low
2577,451,train,00451_s5_C_44-51,00451_s0_A_4-11,69,92,0.586059,sim:low
2578,451,train,00451_s5_C_44-51,00451_s1_B_12-19,69,78,0.599694,sim:low
2579,451,train,00451_s5_C_44-51,00451_s2_C_20-27,69,69,1.0,sim:high
2580,451,train,00451_s5_C_44-51,00451_s3_D_28-35,69,51,0.687817,sim:mid
2581,451,train,00451_s5_C_44-51,00451_s4_B_36-43,69,78,0.599694,sim:low
2582,459,train,00459_s0_A_19-22,00459_s1_B_23-30,50,99,0.607596,sim:mid
2583,459,train,00459_s0_A_19-22,00459_s2_C_31-38,50,94,0.615225,sim:mid
2584,459,train,00459_s0_A_19-22,00459_s3_A_39-42,50,50,1.0,sim:high
2585,459,train,00459_s0_A_19-22,00459_s4_D_43-50,50,104,0.636465,sim:mid
2586,459,train,00459_s0_A_19-22,00459_s5_C_51-58,50,94,0.615225,sim:mid
2587,459,train,00459_s0_A_19-22,00459_s6_D_59-66,50,104,0.636465,sim:mid
2588,459,train,00459_s1_B_23-30,00459_s0_A_19-22,99,50,0.607596,sim:mid
2589,459,train,00459_s1_B_23-30,00459_s2_C_31-38,99,94,0.58032,sim:low
2590,459,train,00459_s1_B_23-30,00459_s3_A_39-42,99,50,0.607596,sim:mid
2591,459,train,00459_s1_B_23-30,00459_s4_D_43-50,99,104,0.855705,sim:high
2592,459,train,00459_s1_B_23-30,00459_s5_C_51-58,99,94,0.58032,sim:low
2593,459,train,00459_s1_B_23-30,00459_s6_D_59-66,99,104,0.855705,sim:high
2594,459,train,00459_s2_C_31-38,00459_s0_A_19-22,94,50,0.615225,sim:mid
2595,459,train,00459_s2_C_31-38,00459_s1_B_23-30,94,99,0.58032,sim:low
2596,459,train,00459_s2_C_31-38,00459_s3_A_39-42,94,50,0.615225,sim:mid
2597,459,train,00459_s2_C_31-38,00459_s4_D_43-50,94,104,0.578721,sim:low
2598,459,train,00459_s2_C_31-38,00459_s5_C_51-58,94,94,1.0,sim:high
2599,459,train,00459_s2_C_31-38,00459_s6_D_59-66,94,104,0.578721,sim:low
2600,459,train,00459_s3_A_39-42,00459_s0_A_19-22,50,50,1.0,sim:high
2601,459,train,00459_s3_A_39-42,00459_s1_B_23-30,50,99,0.607596,sim:mid
2602,459,train,00459_s3_A_39-42,00459_s2_C_31-38,50,94,0.615225,sim:mid
2603,459,train,00459_s3_A_39-42,00459_s4_D_43-50,50,104,0.636465,sim:mid
2604,459,train,00459_s3_A_39-42,00459_s5_C_51-58,50,94,0.615225,sim:mid
2605,459,train,00459_s3_A_39-42,00459_s6_D_59-66,50,104,0.636465,sim:mid
2606,459,train,00459_s4_D_43-50,00459_s0_A_19-22,104,50,0.636465,sim:mid
2607,459,train,00459_s4_D_43-50,00459_s1_B_23-30,104,99,0.855705,sim:high
2608,459,train,00459_s4_D_43-50,00459_s2_C_31-38,104,94,0.578721,sim:low
2609,459,train,00459_s4_D_43-50,00459_s3_A_39-42,104,50,0.636465,sim:mid
2610,459,train,00459_s4_D_43-50,00459_s5_C_51-58,104,94,0.578721,sim:low
2611,459,train,00459_s4_D_43-50,00459_s6_D_59-66,104,104,1.0,sim:high
2612,459,train,00459_s5_C_51-58,00459_s0_A_19-22,94,50,0.615225,sim:mid
2613,459,train,00459_s5_C_51-58,00459_s1_B_23-30,94,99,0.58032,sim:low
2614,459,train,00459_s5_C_51-58,00459_s2_C_31-38,94,94,1.0,sim:high
2615,459,train,00459_s5_C_51-58,00459_s3_A_39-42,94,50,0.615225,sim:mid
2616,459,train,00459_s5_C_51-58,00459_s4_D_43-50,94,104,0.578721,sim:low
2617,459,train,00459_s5_C_51-58,00459_s6_D_59-66,94,104,0.578721,sim:low
2618,459,train,00459_s6_D_59-66,00459_s0_A_19-22,104,50,0.636465,sim:mid
2619,459,train,00459_s6_D_59-66,00459_s1_B_23-30,104,99,0.855705,sim:high
2620,459,train,00459_s6_D_59-66,00459_s2_C_31-38,104,94,0.578721,sim:low
2621,459,train,00459_s6_D_59-66,00459_s3_A_39-42,104,50,0.636465,sim:mid
2622,459,train,00459_s6_D_59-66,00459_s4_D_43-50,104,104,1.0,sim:high
2623,459,train,00459_s6_D_59-66,00459_s5_C_51-58,104,94,0.578721,sim:low
2624,460,test,00460_s0_A_2-11,00460_s1_B_12-23,144,172,0.735716,sim:mid
2625,460,test,00460_s1_B_12-23,00460_s0_A_2-11,172,144,0.735716,sim:mid
2626,463,test,00463_s0_A_32-43,00463_s1_B_44-55,285,299,0.909304,sim:high
2627,463,test,00463_s1_B_44-55,00463_s0_A_32-43,299,285,0.909304,sim:high
2628,464,train,00464_s0_A_4-11,00464_s1_B_12-19,291,272,0.745247,sim:mid
2629,464,train,00464_s1_B_12-19,00464_s0_A_4-11,272,291,0.745247,sim:mid
2630,465,train,00465_s0_A_15-22,00465_s1_B_23-30,45,138,0.554345,sim:low
2631,465,train,00465_s0_A_15-22,00465_s2_C_31-38,45,87,0.604475,sim:mid
2632,465,train,00465_s1_B_23-30,00465_s0_A_15-22,138,45,0.554345,sim:low
2633,465,train,00465_s1_B_23-30,00465_s2_C_31-38,138,87,0.560122,sim:low
2634,465,train,00465_s2_C_31-38,00465_s0_A_15-22,87,45,0.604475,sim:mid
2635,465,train,00465_s2_C_31-38,00465_s1_B_23-30,87,138,0.560122,sim:low
2636,466,train,00466_s0_A_3-10,00466_s1_B_11-18,143,100,0.611183,sim:mid
2637,466,train,00466_s0_A_3-10,00466_s2_C_19-26,143,113,0.572375,sim:low
2638,466,train,00466_s1_B_11-18,00466_s0_A_3-10,100,143,0.611183,sim:mid
2639,466,train,00466_s1_B_11-18,00466_s2_C_19-26,100,113,0.875151,sim:high
2640,466,train,00466_s2_C_19-26,00466_s0_A_3-10,113,143,0.572375,sim:low
2641,466,train,00466_s2_C_19-26,00466_s1_B_11-18,113,100,0.875151,sim:high
2642,467,val,00467_s0_A_5-20,00467_s1_A_21-36,219,219,1.0,sim:high
2643,467,val,00467_s0_A_5-20,00467_s2_B_37-52,219,202,0.621024,sim:mid
2644,467,val,00467_s0_A_5-20,00467_s3_A_53-60,219,106,0.964147,sim:high
2645,467,val,00467_s0_A_5-20,00467_s4_C_61-68,219,125,0.625685,sim:mid
2646,467,val,00467_s1_A_21-36,00467_s0_A_5-20,219,219,1.0,sim:high
2647,467,val,00467_s1_A_21-36,00467_s2_B_37-52,219,202,0.621024,sim:mid
2648,467,val,00467_s1_A_21-36,00467_s3_A_53-60,219,106,0.964147,sim:high
2649,467,val,00467_s1_A_21-36,00467_s4_C_61-68,219,125,0.625685,sim:mid
2650,467,val,00467_s2_B_37-52,00467_s0_A_5-20,202,219,0.621024,sim:mid
2651,467,val,00467_s2_B_37-52,00467_s1_A_21-36,202,219,0.621024,sim:mid
2652,467,val,00467_s2_B_37-52,00467_s3_A_53-60,202,106,0.586947,sim:low
2653,467,val,00467_s2_B_37-52,00467_s4_C_61-68,202,125,0.630455,sim:mid
2654,467,val,00467_s3_A_53-60,00467_s0_A_5-20,106,219,0.964147,sim:high
2655,467,val,00467_s3_A_53-60,00467_s1_A_21-36,106,219,0.964147,sim:high
2656,467,val,00467_s3_A_53-60,00467_s2_B_37-52,106,202,0.586947,sim:low
2657,467,val,00467_s3_A_53-60,00467_s4_C_61-68,106,125,0.594812,sim:low
2658,467,val,00467_s4_C_61-68,00467_s0_A_5-20,125,219,0.625685,sim:mid
2659,467,val,00467_s4_C_61-68,00467_s1_A_21-36,125,219,0.625685,sim:mid
2660,467,val,00467_s4_C_61-68,00467_s2_B_37-52,125,202,0.630455,sim:mid
2661,467,val,00467_s4_C_61-68,00467_s3_A_53-60,125,106,0.594812,sim:low
2662,468,train,00468_s0_A_15-24,00468_s1_B_25-32,253,267,0.828607,sim:high
2663,468,train,00468_s0_A_15-24,00468_s2_C_33-40,253,271,0.632751,sim:mid
2664,468,train,00468_s0_A_15-24,00468_s3_D_41-46,253,159,0.67001,sim:mid
2665,468,train,00468_s1_B_25-32,00468_s0_A_15-24,267,253,0.828607,sim:high
2666,468,train,00468_s1_B_25-32,00468_s2_C_33-40,267,271,0.817483,sim:high
2667,468,train,00468_s1_B_25-32,00468_s3_D_41-46,267,159,0.658399,sim:mid
2668,468,train,00468_s2_C_33-40,00468_s0_A_15-24,271,253,0.632751,sim:mid
2669,468,train,00468_s2_C_33-40,00468_s1_B_25-32,271,267,0.817483,sim:high
2670,468,train,00468_s2_C_33-40,00468_s3_D_41-46,271,159,0.614474,sim:mid
2671,468,train,00468_s3_D_41-46,00468_s0_A_15-24,159,253,0.67001,sim:mid
2672,468,train,00468_s3_D_41-46,00468_s1_B_25-32,159,267,0.658399,sim:mid
2673,468,train,00468_s3_D_41-46,00468_s2_C_33-40,159,271,0.614474,sim:mid
2674,469,train,00469_s0_A_25-32,00469_s1_B_33-40,149,113,0.522602,sim:low
2675,469,train,00469_s0_A_25-32,00469_s2_C_41-48,149,109,0.537125,sim:low
2676,469,train,00469_s0_A_25-32,00469_s3_D_49-56,149,71,0.622925,sim:mid
2677,469,train,00469_s0_A_25-32,00469_s4_E_57-64,149,104,0.570392,sim:low
2678,469,train,00469_s0_A_25-32,00469_s5_F_65-72,149,110,0.618786,sim:mid
2679,469,train,00469_s1_B_33-40,00469_s0_A_25-32,113,149,0.522602,sim:low
2680,469,train,00469_s1_B_33-40,00469_s2_C_41-48,113,109,0.927901,sim:high
2681,469,train,00469_s1_B_33-40,00469_s3_D_49-56,113,71,0.812049,sim:high
2682,469,train,00469_s1_B_33-40,00469_s4_E_57-64,113,104,0.833755,sim:high
2683,469,train,00469_s1_B_33-40,00469_s5_F_65-72,113,110,0.8831,sim:high
2684,469,train,00469_s2_C_41-48,00469_s0_A_25-32,109,149,0.537125,sim:low
2685,469,train,00469_s2_C_41-48,00469_s1_B_33-40,109,113,0.927901,sim:high
2686,469,train,00469_s2_C_41-48,00469_s3_D_49-56,109,71,0.862123,sim:high
2687,469,train,00469_s2_C_41-48,00469_s4_E_57-64,109,104,0.930857,sim:high
2688,469,train,00469_s2_C_41-48,00469_s5_F_65-72,109,110,0.886362,sim:high
2689,469,train,00469_s3_D_49-56,00469_s0_A_25-32,71,149,0.622925,sim:mid
2690,469,train,00469_s3_D_49-56,00469_s1_B_33-40,71,113,0.812049,sim:high
2691,469,train,00469_s3_D_49-56,00469_s2_C_41-48,71,109,0.862123,sim:high
2692,469,train,00469_s3_D_49-56,00469_s4_E_57-64,71,104,0.903862,sim:high
2693,469,train,00469_s3_D_49-56,00469_s5_F_65-72,71,110,0.896227,sim:high
2694,469,train,00469_s4_E_57-64,00469_s0_A_25-32,104,149,0.570392,sim:low
2695,469,train,00469_s4_E_57-64,00469_s1_B_33-40,104,113,0.833755,sim:high
2696,469,train,00469_s4_E_57-64,00469_s2_C_41-48,104,109,0.930857,sim:high
2697,469,train,00469_s4_E_57-64,00469_s3_D_49-56,104,71,0.903862,sim:high
2698,469,train,00469_s4_E_57-64,00469_s5_F_65-72,104,110,0.900427,sim:high
2699,469,train,00469_s5_F_65-72,00469_s0_A_25-32,110,149,0.618786,sim:mid
2700,469,train,00469_s5_F_65-72,00469_s1_B_33-40,110,113,0.8831,sim:high
2701,469,train,00469_s5_F_65-72,00469_s2_C_41-48,110,109,0.886362,sim:high
2702,469,train,00469_s5_F_65-72,00469_s3_D_49-56,110,71,0.896227,sim:high
2703,469,train,00469_s5_F_65-72,00469_s4_E_57-64,110,104,0.900427,sim:high
2704,470,train,00470_s0_A_3-34,00470_s1_B_35-50,254,151,0.628511,sim:mid
2705,470,train,00470_s1_B_35-50,00470_s0_A_3-34,151,254,0.628511,sim:mid
2706,471,train,00471_s0_A_9-25,00471_s1_B_26-38,205,143,0.62823,sim:mid
2707,471,train,00471_s0_A_9-25,00471_s2_C_39-54,205,89,0.518846,sim:low
2708,471,train,00471_s1_B_26-38,00471_s0_A_9-25,143,205,0.62823,sim:mid
2709,471,train,00471_s1_B_26-38,00471_s2_C_39-54,143,89,0.511056,sim:low
2710,471,train,00471_s2_C_39-54,00471_s0_A_9-25,89,205,0.518846,sim:low
2711,471,train,00471_s2_C_39-54,00471_s1_B_26-38,89,143,0.511056,sim:low
2712,472,train,00472_s0_A_25-32,00472_s1_B_33-40,263,157,0.605916,sim:mid
2713,472,train,00472_s1_B_33-40,00472_s0_A_25-32,157,263,0.605916,sim:mid
2714,473,train,00473_s0_A_2-17,00473_s1_A_18-29,191,128,0.980878,sim:high
2715,473,train,00473_s0_A_2-17,00473_s2_B_30-41,191,189,0.554532,sim:low
2716,473,train,00473_s1_A_18-29,00473_s0_A_2-17,128,191,0.980878,sim:high
2717,473,train,00473_s1_A_18-29,00473_s2_B_30-41,128,189,0.543723,sim:low
2718,473,train,00473_s2_B_30-41,00473_s0_A_2-17,189,191,0.554532,sim:low
2719,473,train,00473_s2_B_30-41,00473_s1_A_18-29,189,128,0.543723,sim:low
2720,476,train,00476_s0_A_3-22,00476_s1_B_23-30,464,115,0.84953,sim:high
2721,476,train,00476_s0_A_3-22,00476_s2_A_31-38,464,183,0.997112,sim:high
2722,476,train,00476_s1_B_23-30,00476_s0_A_3-22,115,464,0.84953,sim:high
2723,476,train,00476_s1_B_23-30,00476_s2_A_31-38,115,183,0.850675,sim:high
2724,476,train,00476_s2_A_31-38,00476_s0_A_3-22,183,464,0.997112,sim:high
2725,476,train,00476_s2_A_31-38,00476_s1_B_23-30,183,115,0.850675,sim:high
2726,477,train,00477_s0_A_1-8,00477_s1_B_9-16,115,71,0.574196,sim:low
2727,477,train,00477_s0_A_1-8,00477_s2_C_17-24,115,111,0.897051,sim:high
2728,477,train,00477_s1_B_9-16,00477_s0_A_1-8,71,115,0.574196,sim:low
2729,477,train,00477_s1_B_9-16,00477_s2_C_17-24,71,111,0.56191,sim:low
2730,477,train,00477_s2_C_17-24,00477_s0_A_1-8,111,115,0.897051,sim:high
2731,477,train,00477_s2_C_17-24,00477_s1_B_9-16,111,71,0.56191,sim:low
2732,480,train,00480_s0_A_4-11,00480_s1_B_12-19,97,86,0.602737,sim:mid
2733,480,train,00480_s1_B_12-19,00480_s0_A_4-11,86,97,0.602737,sim:mid
2734,483,train,00483_s0_A_3-10,00483_s1_B_11-22,38,55,0.849874,sim:high
2735,483,train,00483_s0_A_3-10,00483_s2_A_23-30,38,37,0.941103,sim:high
2736,483,train,00483_s0_A_3-10,00483_s3_C_31-38,38,38,0.734587,sim:mid
2737,483,train,00483_s1_B_11-22,00483_s0_A_3-10,55,38,0.849874,sim:high
2738,483,train,00483_s1_B_11-22,00483_s2_A_23-30,55,37,0.849916,sim:high
2739,483,train,00483_s1_B_11-22,00483_s3_C_31-38,55,38,0.822863,sim:high
2740,483,train,00483_s2_A_23-30,00483_s0_A_3-10,37,38,0.941103,sim:high
2741,483,train,00483_s2_A_23-30,00483_s1_B_11-22,37,55,0.849916,sim:high
2742,483,train,00483_s2_A_23-30,00483_s3_C_31-38,37,38,0.757856,sim:mid
2743,483,train,00483_s3_C_31-38,00483_s0_A_3-10,38,38,0.734587,sim:mid
2744,483,train,00483_s3_C_31-38,00483_s1_B_11-22,38,55,0.822863,sim:high
2745,483,train,00483_s3_C_31-38,00483_s2_A_23-30,38,37,0.757856,sim:mid
2746,486,train,00486_s0_A_3-14,00486_s1_B_15-26,181,171,0.926008,sim:high
2747,486,train,00486_s1_B_15-26,00486_s0_A_3-14,171,181,0.926008,sim:high
2748,487,train,00487_s0_A_5-20,00487_s1_A_21-36,223,221,0.999058,sim:high
2749,487,train,00487_s1_A_21-36,00487_s0_A_5-20,221,223,0.999058,sim:high
2750,488,train,00488_s0_A_2-9,00488_s1_A_10-17,84,81,0.650036,sim:mid
2751,488,train,00488_s0_A_2-9,00488_s2_A_18-33,84,163,0.661131,sim:mid
2752,488,train,00488_s0_A_2-9,00488_s3_B_34-41,84,73,0.859185,sim:high
2753,488,train,00488_s0_A_2-9,00488_s4_B_42-49,84,68,0.5127,sim:low
2754,488,train,00488_s1_A_10-17,00488_s0_A_2-9,81,84,0.650036,sim:mid
2755,488,train,00488_s1_A_10-17,00488_s2_A_18-33,81,163,0.970844,sim:high
2756,488,train,00488_s1_A_10-17,00488_s3_B_34-41,81,73,0.575119,sim:low
2757,488,train,00488_s1_A_10-17,00488_s4_B_42-49,81,68,0.782386,sim:high
2758,488,train,00488_s2_A_18-33,00488_s0_A_2-9,163,84,0.661131,sim:mid
2759,488,train,00488_s2_A_18-33,00488_s1_A_10-17,163,81,0.970844,sim:high
2760,488,train,00488_s2_A_18-33,00488_s3_B_34-41,163,73,0.573102,sim:low
